trace_start_time,source_origin_time,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_weight,p_travel_sec,s_arrival_sample,s_weight,source_latitude,source_longitude,source_depth_km,source_magnitude,source_magnitude_type,source_distance_deg,source_distance_km,back_azimuth_deg,trace_category,trace_name
2015-06-17 22:23:43.821580,2015-06-17 22:23:42.834000,36.9804,-117.0336,1560,600,0.95,6.98757982254028,1110.469,0.93,36.9952,-117.4775,6.5,-0.01,ml,0.355,39.55,272.26,earthquake_local,SGR.SN_20150617222342_EV
2015-09-21 05:42:25.170000,2015-09-21 05:42:28.850000,33.598182,-116.596005,1374.8,600,0.67,2.3199999332428,769,0.59,33.58733,-116.60633,13.26,0,ml,0.01383,1.54,218.4,earthquake_local,B082.PB_20150921054224_EV
2011-12-21 15:51:10.990000,2011-12-21 15:51:18.910000,37.6131,-119.0005,2768,900,0.65,1.08000004291534,980,0.65,37.5825,-119.0026667,1.99,0.01,md,0.03063,3.4,183.2,earthquake_local,OMMB.NN_20111221155109_EV
2015-08-06 06:35:13.942570,2015-08-06 06:35:17.806000,36.186,-116.6698,1538,900,0.95,5.13656997680664,1290.883,0.93,36.3829,-116.8903,0.0,0.02,ml,0.265,29.49,317.86,earthquake_local,GWY.NN_20150806063512_EV
2015-01-27 10:09:24.790000,2015-01-27 10:09:29.840000,38.807968,-122.795303,939,600,0.59,0.949999988079071,674,0.87,38.8358333,-122.773,2.36,0.03,md,0.03333,3.65,31.9,earthquake_local,GDXB.NC_20150127100923_EV
2015-02-12 12:09:21.416160,2015-02-12 12:09:20.246000,40.0715,-119.485,1188,800,0.95,9.1701602935791,1444.569,0.93,39.6173,-119.4025,13.8,0.04,ml,0.459,50.92,172.09,earthquake_local,PYM3.NN_20150212120920_EV
2015-05-05 03:36:09.814130,2015-05-05 03:36:02.101000,36.9978,-116.5674,1391,500,0.95,12.7131299972534,1418.635,0.93,37.4476,-115.9579,6.9,0.05,ml,0.662,73.61,47.36,earthquake_local,BTW.SN_20150505033608_EV
2014-12-21 20:02:32.530000,2014-12-21 20:02:36.740000,38.807968,-122.795303,939,498,0.93,0.769999980926514,551,0.89,38.8300018,-122.8036652,2.69,0.06,md,0.02252,2.55,343,earthquake_local,GDXB.NC_20141221200231_EV
2012-04-07 06:04:08.060000,2012-04-07 06:04:11.320000,38.807968,-122.795303,939,398,0.93,0.72000002861023,463,0.83,38.8134995,-122.8291702,2.7,0.07,md,0.02793,3,281,earthquake_local,GDXB.NC_20120407060407_EV
2012-10-09 06:42:02.400000,2012-10-09 06:42:04.620000,35.9357,-117.6017,1042.6,400,0.58,1.77999997138977,545,0.58,35.8955,-117.7085,0.36,0.08,ml,0.09553,10.62,245,earthquake_local,B918.PB_20121009064201_EV
2015-07-31 11:44:29.960000,2015-07-31 11:44:31.980000,33.7141,-116.7119,1507,800,0.62,5.98000001907349,1217,0.56,33.47583,-116.48567,12.36,0.09,ml,0.3035,33.75,141.7,earthquake_local,KNW.AZ_20150731114428_EV
2015-03-23 07:27:28.660830,2015-03-23 07:27:23.287000,37.0667,-116.4703,1871,600,0.95,11.3738298416138,1451.026,0.93,37.3785,-117.0979,6.1,0.1,ml,0.589,65.57,301.77,earthquake_local,TIM.SN_20150323072727_EV
2013-09-09 11:21:49.350000,2013-09-09 11:21:52.930000,33.61157,-116.45637,1271,600,0.59,2.42000007629395,776,0.59,33.558,-116.38033,11.34,0.11,ml,0.08297,9.23,130.2,earthquake_local,B084.PB_20130909112148_EV
2015-03-18 01:55:37.790000,2015-03-18 01:55:42.060000,36.1925,-117.6685,1859.9,700,0.61,2.73000001907349,920,0.61,36.05883,-117.59767,0.65,0.12,ml,0.1452,16.14,156.8,earthquake_local,B916.PB_20150318015536_EV
2013-12-30 16:32:45.050000,2013-12-30 16:32:47.680000,35.9357,-117.6017,1042.6,600,0.62,3.36999988555908,888,0.58,36.0065,-117.8005,0.88,0.13,ml,0.1761,19.58,293.7,earthquake_local,B918.PB_20131230163244_EV
2015-05-20 10:47:59.280000,2015-05-20 10:48:01.940000,35.9479,-117.65038,943,500,0.61,2.33999991416931,683,0.56,35.8496667,-117.6688333,7.08,0.14,ml,0.09767,11.03,183.1,earthquake_local,WRC2.CI_20150520104758_EV
2015-02-24 12:22:43.100000,2015-02-24 12:22:47.780000,33.61157,-116.45637,1271,900,0.57,4.32000017166138,1223,0.61,33.43867,-116.6365,5.53,0.15,ml,0.2289,25.45,220.9,earthquake_local,B084.PB_20150224122242_EV
2011-04-13 21:18:21.340000,2011-04-13 21:18:24.830000,33.711167,-116.714167,1467,700,0.59,3.50999999046326,953,0.59,33.609,-116.5625,9.41,0.16,ml,0.1624,18.06,129,earthquake_local,B081.PB_20110413211820_EV
2015-05-03 12:31:47.770000,2015-05-03 12:31:55.570000,19.373785,-155.215495,994,901,0.91,1.21000003814697,997,0.46,19.382,-155.2505,4.24,0.17,md,0.03404,3.79,283,earthquake_local,PAUD.HV_20150503123146_EV
2015-06-13 03:01:53.116610,2015-06-13 03:01:46.825000,36.9978,-116.5674,1391,500,0.95,11.2916097640991,1327.622,0.93,37.4538,-116.0988,0.0,0.18,ml,0.589,65.5,39.43,earthquake_local,BTW.SN_20150613030152_EV
2015-04-11 20:55:15.170000,2015-04-11 20:55:20.780000,33.4955,-116.602667,1139,700,0.59,1.38999998569489,816,0.59,33.47717,-116.5725,6.57,0.19,ml,0.03114,3.46,126.1,earthquake_local,B087.PB_20150411205514_EV
2014-10-06 18:17:30.759220,2014-10-06 18:17:33.884000,38.6281,-118.5223,1651,500,0.95,1.87521994113922,639.94,0.93,38.5492,-118.5275,4.2,0.2,ml,0.079,8.77,182.98,earthquake_local,RYN.NN_20141006181729_EV
2016-06-14 11:17:21.210000,2016-06-14 11:17:25.300000,33.5654,-116.7373,1128,599,0.93,1.89999997615814,730,0.87,33.568,-116.64433,4.8,0.21,ml,0.07767,8.64,88.1,earthquake_local,CRY.AZ_20160614111720_EV
2012-03-19 21:07:16.370000,2012-03-19 21:07:22.090000,33.59369,-116.7641,1229.6,900,0.64,3.27999997138977,1138,0.59,33.6861667,-116.7513333,17.19,0.22,ml,0.09285,10.33,6.6,earthquake_local,B093.PB_20120319210715_EV
2011-08-29 10:08:46.590000,2011-08-29 10:08:49.380000,33.5575,-116.531,1392,500,0.64,2.21000003814697,658,0.57,33.4903333,-116.5691667,8.81,0.23,ml,0.07419,8.25,205.3,earthquake_local,B086.PB_20110829100845_EV
2007-08-19 15:09:31.870000,2007-08-19 15:09:35.390000,36.610867,-121.314667,1052,600,0.57,2.48000001907349,770,0.53,36.7173333,-121.3351667,5.0,0.24,md,0.1009,11.96,350.6,earthquake_local,BJOB.NC_20070819150930_EV
2013-03-10 08:51:23.390000,2013-03-10 08:51:23.910000,33.61157,-116.45637,1271,400,0.69,3.48000001907349,656,0.64,33.46633,-116.48633,13.2,0.25,ml,0.147,16.35,189.7,earthquake_local,B084.PB_20130310085122_EV
2011-06-05 05:37:48.680000,2011-06-05 05:37:48.950000,33.598182,-116.596005,1374.8,400,0.61,3.73000001907349,672,0.57,33.6893333,-116.7685,12.7,0.26,ml,0.1702,18.93,302.4,earthquake_local,B082.PB_20110605053747_EV
2015-06-20 20:05:08.607790,2015-06-20 20:05:14.535000,39.710602,-119.385399,1520,800,0.95,2.07278990745544,948.497,0.93,39.7422,-119.4451,8.5,0.27,ml,0.056,6.21,304.48,earthquake_local,PAH.NN_20150620200507_EV
2016-01-09 16:39:20.770000,2016-01-09 16:39:28.900000,38.807968,-122.795303,939,900,0.76,0.870000004768372,968,0.63,38.813,-122.82917,2.59,0.28,md,0.02703,2.99,280.8,earthquake_local,GDXB.NC_20160109163919_EV
2016-01-16 09:40:38.830000,2016-01-16 09:40:41.280000,33.598182,-116.596005,1374.8,696,0.92,4.51000022888184,1018,0.81,33.7248333,-116.7968333,15.13,0.29,ml,0.2098,23.33,307.1,earthquake_local,B082.PB_20160116094037_EV
2017-01-26 14:11:07.678030,2017-01-26 14:11:07.287000,38.6281,-118.5223,1651,400,0.95,4.39102983474731,714.444,0.93,38.4789,-118.3677,3.7,0.3,ml,0.192,21.35,141.02,earthquake_local,RYN.NN_20170126141106_EV
2012-12-25 11:02:13.180000,2012-12-25 11:02:18.560000,38.807968,-122.795303,939,605,0.94,0.670000016689301,667,0.91,38.8028336,-122.8108368,2.04,0.31,md,0.01351,1.47,246,earthquake_local,GDXB.NC_20121225110212_EV
2012-01-05 08:34:48.630000,2012-01-05 08:34:54.080000,33.5575,-116.531,1392,800,0.65,2.54999995231628,984,0.58,33.461,-116.4411667,3.04,0.32,ml,0.1221,13.57,142.2,earthquake_local,B086.PB_20120105083447_EV
2015-03-28 13:24:05.191620,2015-03-28 13:23:57.230000,39.8666,-120.359596,1743,400,0.95,11.9616203308106,1281.206,0.93,40.2922,-119.7725,13.0,0.33,ml,0.619,68.85,46.74,earthquake_local,BEK.NN_20150328132404_EV
2017-10-25 12:40:18.110000,2017-10-25 12:40:24.220000,35.9357,-117.6017,1042.6,900,0.68,2.89000010490418,1110,0.56,36.071,-117.64583,2.59,0.34,ml,0.1397,15.53,345.2,earthquake_local,B918.PB_20171025124017_EV
2007-10-15 03:15:33.970000,2007-10-15 03:15:38.910000,33.5575,-116.531,1392,699,0.94,2.04999995231628,852,0.85,33.499,-116.5741667,8.17,0.35,ml,0.06859,7.63,211.6,earthquake_local,B086.PB_20071015031532_EV
2015-05-07 03:16:11.670000,2015-05-07 03:16:13.590000,33.4915,-116.667,1301,400,0.92,2.07999992370606,558,0.85,33.472,-116.57233,6.91,0.36,ml,0.08147,9.06,103.9,earthquake_local,BZN.AZ_20150507031610_EV
2014-11-29 16:10:52.750000,2014-11-29 16:11:00.620000,38.807968,-122.795303,939,899,0.93,1.12000000476837,995,0.85,38.8381653,-122.7483368,0.97,0.37,md,0.04775,5.28,51,earthquake_local,GDXB.NC_20141129161051_EV
2016-10-29 20:50:25.400000,2016-10-29 20:50:28.550000,33.61157,-116.45637,1271,600,0.94,2.84999990463257,803,0.89,33.51067,-116.53383,9.19,0.38,ml,0.1196,13.3,212.6,earthquake_local,B084.PB_20161029205024_EV
2012-09-03 23:15:54.780000,2012-09-03 23:15:58.100000,38.807968,-122.795303,939,403,0.94,0.709999978542328,460,0.89,38.8084984,-122.7943344,2.87,0.39,md,0.0009,0.1,62,earthquake_local,GDXB.NC_20120903231553_EV
2010-10-19 20:12:35.590000,2010-10-19 20:12:40.070000,36.1925,-117.6685,1859.9,800,0.59,3.51999998092651,1083,0.59,36.0356667,-117.7701667,2.24,0.4,ml,0.1768,19.66,207.6,earthquake_local,B916.PB_20101019201234_EV
2015-08-25 03:27:40.350000,2015-08-25 03:27:48.550000,38.807968,-122.795303,939,900,0.94,0.800000011920929,972,0.84,38.8349991,-122.7750015,1.34,0.41,md,0.03153,3.48,31,earthquake_local,GDXB.NC_20150825032739_EV
2016-05-30 11:27:12.320000,2016-05-30 11:27:20.100000,38.807968,-122.795303,939,900,0.58,1.22000002861023,984,0.85,38.84217,-122.8395,1.43,0.42,md,0.04865,5.4,314.8,earthquake_local,GDXB.NC_20160530112711_EV
2015-05-03 02:41:11.830000,2015-05-03 02:41:16.330000,38.807968,-122.795303,939,498,0.93,0.479999989271164,560,0.86,38.82283,-122.78883,0.76,0.43,md,0.01532,1.74,19,earthquake_local,GDXB.NC_20150503024110_EV
2017-08-24 11:58:02.110000,2017-08-24 11:58:07.370000,38.807968,-122.795303,939,599,0.93,0.730000019073486,661,0.86,38.78783,-122.7785,1.98,0.44,md,0.02401,2.67,147,earthquake_local,GDXB.NC_20170824115801_EV
2017-07-20 03:16:59.650000,2017-07-20 03:16:58.660000,33.61157,-116.45637,1271,500,0.63,5.98999977111816,929,0.57,33.69583,-116.80517,15.73,0.45,ml,0.3028,33.68,286.1,earthquake_local,B084.PB_20170720031658_EV
2015-10-17 07:46:28.570000,2015-10-17 07:46:33.360000,33.56667,-116.63056,1274,800,0.62,3.21000003814697,1060,0.56,33.49467,-116.54083,12.98,0.46,ml,0.1038,11.54,133.9,earthquake_local,DNR.CI_20151017074627_EV
2014-11-28 05:46:51.330000,2014-11-28 05:46:54.020000,33.61157,-116.45637,1271,600,0.61,3.30999994277954,838,0.64,33.49567,-116.502,14.62,0.47,ml,0.1217,13.54,198.2,earthquake_local,B084.PB_20141128054650_EV
2007-11-06 18:05:03.590000,2007-11-06 18:05:09.890000,38.807968,-122.795303,939,700,0.58,0.699999988079071,767,0.8,38.8258333,-122.8056667,2.02,0.48,md,0.01982,2.18,334.8,earthquake_local,GDXB.NC_20071106180502_EV
2012-08-08 04:18:58.020000,2012-08-08 04:18:59.330000,47.5347,-123.0894,262,800,0.97,6.69000005722046,1330,0,47.6768333,-122.5436667,4.9,0.49,md,0.3957,43.97,69.1,earthquake_local,D03D.TA_20120808041857_EV
2018-07-07 16:42:17.723690,2018-07-07 16:42:23.567000,39.3517,-120.3205,2268,900,0.95,3.15668988227844,1152.98,0.93,39.2441,-120.1989,7.1,0.5,ml,0.143,15.9,138.85,earthquake_local,DON.NN_20180707164216_EV
2014-10-16 03:33:01.060000,2014-10-16 03:33:01.550000,37.6131,-119.0005,2768,500,0.56,4.51000022888184,814,0,37.46867,-118.7885,6.92,0.51,md,0.2216,24.66,130.7,earthquake_local,OMMB.NN_20141016033300_EV
2012-02-29 17:03:01.000000,2012-02-29 17:03:06.360000,38.807968,-122.795303,939,599,0.92,0.629999995231628,666,0.84,38.8325005,-122.8044968,1.4,0.52,md,0.02613,2.84,342,earthquake_local,GDXB.NC_20120229170300_EV
2010-10-18 11:31:48.120000,2010-10-18 11:31:52.780000,33.61157,-116.45637,1271,800,0.65,3.33999991416931,1036,0.65,33.4926667,-116.472,13.39,0.53,ml,0.1193,13.27,186.2,earthquake_local,B084.PB_20101018113147_EV
2007-11-26 10:31:46.170000,2007-11-26 10:31:53.580000,38.807968,-122.795303,939,800,0.62,0.589999973773956,864,0,38.8113333,-122.7946667,2.71,0.54,md,0.0036,0.38,0.9,earthquake_local,GDXB.NC_20071126103145_EV
2012-05-30 18:53:33.170000,2012-05-30 18:53:37.640000,38.807968,-122.795303,939,498,0.92,0.509999990463257,555,0.86,38.8185005,-122.8000031,2.33,0.55,md,0.01171,1.24,338,earthquake_local,GDXB.NC_20120530185332_EV
2013-09-10 18:18:41.260000,2013-09-10 18:18:44.250000,38.807968,-122.795303,939,401,0.93,1.01999998092651,451,0.86,38.8245,-122.83217,3.91,0.56,md,0.03333,3.69,299,earthquake_local,GDXB.NC_20130910181840_EV
2012-11-05 00:14:33.260000,2012-11-05 00:14:37.570000,38.807968,-122.795303,939,495,0.89,0.639999985694885,552,0.66,38.8441658,-122.8123322,0.95,0.57,md,0.03874,4.28,339,earthquake_local,GDXB.NC_20121105001432_EV
2016-06-30 08:18:14.040000,2016-06-30 08:18:17.160000,33.4915,-116.667,1301,700,0.94,3.88000011444092,972,0.82,33.42833,-116.46533,10.05,0.58,ml,0.18,20.01,110.6,earthquake_local,BZN.AZ_20160630081813_EV
2018-06-29 15:03:34.560000,2018-06-29 15:03:37.880000,33.6442,-116.5956,1637,800,0.7,4.67999982833862,1113,0.57,33.48633,-116.793,4.21,0.59,ml,0.2279,25.35,226.1,earthquake_local,CSH.CI_20180629150333_EV
2013-08-14 00:49:54.750000,2013-08-14 00:49:55.840000,46.3033,-122.2648,990,400,1,2.91000008583069,624,0.98,46.31733,-122.37417,13.74,0.6,md,0.0771,8.57,280.5,earthquake_local,B201.PB_20130814004953_EV
2012-05-17 12:13:51.720000,2012-05-17 12:13:54.600000,33.63,-116.8478,1365,900,0.59,6.11999988555908,1327,0.59,33.4866667,-116.5186667,10.14,0.61,ml,0.3098,34.45,117.7,earthquake_local,RDM.AZ_20120517121350_EV
2016-03-18 15:44:32.450000,2016-03-18 15:44:34.900000,35.9357,-117.6017,1042.6,900,0.62,6.55000019073486,1389,0.56,36.149,-117.93867,7.5,0.62,ml,0.3462,38.5,308,earthquake_local,B918.PB_20160318154431_EV
2017-08-26 16:09:30.980000,2017-08-26 16:09:33.530000,46.91299,-112.49753,2024.8,500,0.69,2.45000004768372,688,0.56,46.86617,-112.535,11.23,0.63,ml,0.053,5.94,208.7,earthquake_local,MT03.GS_20170826160929_EV
2014-07-27 02:44:05.240000,2014-07-27 02:44:09.910000,33.598182,-116.596005,1374.8,800,0.61,3.32999992370606,1038,0.57,33.65317,-116.73367,14.9,0.64,ml,0.1273,14.16,295.6,earthquake_local,B082.PB_20140727024404_EV
2015-10-15 10:46:18.030000,2015-10-15 10:46:20.040000,33.61157,-116.45637,1271,700,0.61,4.98999977111816,1055,0.56,33.63583,-116.73567,15.69,0.65,ml,0.2343,26.06,275.9,earthquake_local,B084.PB_20151015104617_EV
2015-08-21 03:27:08.010000,2015-08-21 03:27:13.570000,33.598182,-116.596005,1374.8,900,0.61,3.44000005722046,1148,0.55,33.49433,-116.47983,14.22,0.66,ml,0.1419,15.78,137,earthquake_local,B082.PB_20150821032707_EV
2016-04-13 16:52:44.180000,2016-04-13 16:52:49.000000,35.9467,-120.4717,535.3,800,0,3.1800000667572,1040,0,36.0215,-120.58717,3.91,0.67,md,0.1198,13.32,308.6,earthquake_local,B073.PB_20160413165243_EV
2008-06-03 23:44:02.230000,2008-06-03 23:44:00.990000,33.5234,-116.4257,2628,500,0.55,6.23999977111816,955,0.55,33.6895,-116.7133333,15.92,0.68,ml,0.2917,32.43,304.7,earthquake_local,TRO.AZ_20080603234401_EV
2012-07-09 21:14:53.850000,2012-07-09 21:15:02.150000,38.807968,-122.795303,939,899,0.93,0.689999997615814,964,0.8,38.8230019,-122.800499,2.53,0.69,md,0.01532,1.73,344,earthquake_local,GDXB.NC_20120709211452_EV
2011-06-24 15:07:04.005000,2011-06-24 15:06:59.904000,60.9649,-141.3401,1507.9,700,0.69,11.1009998321533,1528.8,0.62,60.3943,-141.3301,15.9,0.7,ml,0.571,63.58,179.61,earthquake_local,CTG.AK_20110624150703_EV
2012-03-20 19:46:13.460000,2012-03-20 19:46:15.700000,46.136,-122.169,784.2,400,1,1.75999999046326,515,0,46.2,-122.188,4.75,0.71,md,0.06536,7.26,348.4,earthquake_local,B204.PB_20120320194612_EV
2014-05-30 23:23:29.580000,2014-05-30 23:23:32.450000,33.711167,-116.714167,1467,600,0.59,3.13000011444092,818,0.59,33.70683,-116.81933,15.89,0.72,ml,0.08777,9.76,267.1,earthquake_local,B081.PB_20140530232328_EV
2013-01-13 10:08:32.530000,2013-01-13 10:08:32.430000,33.61157,-116.45637,1271,600,0.59,6.09999990463257,1017,0.59,33.7018333,-116.8025,17.52,0.73,ml,0.3024,33.63,287.3,earthquake_local,B084.PB_20130113100831_EV
2014-10-13 09:18:34.510000,2014-10-13 09:18:32.800000,33.711167,-116.714167,1467,400,0.63,5.71000003814697,815,0.59,34.018,-116.67183,10.11,0.74,ml,0.3081,34.26,6.5,earthquake_local,B081.PB_20141013091833_EV
2014-03-04 10:46:08.440000,2014-03-04 10:46:14.120000,36.7995,-121.5808,114.2,800,0.66,2.3199999332428,989,0.58,36.89533,-121.52683,5.38,0.75,md,0.1054,11.67,24.3,earthquake_local,B058.PB_20140304104607_EV
2014-08-13 23:57:28.650000,2014-08-13 23:57:30.890000,33.63,-116.8478,1365,400,0.62,1.75999999046326,537,0.58,33.6025,-116.8165,8.71,0.76,ml,0.03787,4.21,136.5,earthquake_local,RDM.AZ_20140813235727_EV
2015-11-08 05:37:29.920000,2015-11-08 05:37:32.120000,34.17141,-118.18523,341,800,0.62,5.80000019073486,1256,0.56,33.94717,-117.94017,5.84,0.77,ml,0.3024,33.62,137.9,earthquake_local,PASC.CI_20151108053728_EV
2014-10-02 01:04:48.330000,2014-10-02 01:04:54.220000,38.807968,-122.795303,939,700,0.6,1.11000001430512,792,0.6,38.83983,-122.83667,1.96,0.78,md,0.04505,5.04,314.7,earthquake_local,GDXB.NC_20141002010447_EV
2017-06-14 15:56:27.700000,2017-06-14 15:56:20.120000,33.598182,-116.596005,1374.8,400,0.63,11.5799999237061,1190,0.57,34.04767,-117.11967,8.83,0.79,ml,0.6253,69.54,315.8,earthquake_local,B082.PB_20170614155626_EV
2017-01-12 08:57:12.050430,2017-01-12 08:57:10.036000,38.2513,-118.5049,2353,500,0.95,7.01443004608154,999.799,0.93,38.3814,-118.8829,7.6,0.8,ml,0.324,36.07,293.57,earthquake_local,LHV.NN_20170112085711_EV
2017-11-28 10:41:31.670000,2017-11-28 10:41:31.680000,33.61157,-116.45637,1271,600,0.61,5.98999977111816,996,0.56,33.484,-116.78867,5.11,0.81,ml,0.3053,33.95,245.2,earthquake_local,B084.PB_20171128104130_EV
2015-01-17 11:44:22.520000,2015-01-17 11:44:28.570000,36.578484,-121.039566,1089,900,0.6,2.95000004768372,1157,0.51,36.4945,-121.07867,5.22,0.82,md,0.09009,9.96,200.5,earthquake_local,BBGB.NC_20150117114421_EV
2014-05-19 11:02:57.290000,2014-05-19 11:02:59.610000,37.91886,-122.15179,219.7,500,0.61,2.6800000667572,705,0.54,37.8585,-122.24583,7.08,0.83,md,0.0955,10.64,230.9,earthquake_local,BRIB.BK_20140519110256_EV
